"number","date_time","acc_x","acc_y","acc_z","datetime","v_x","v_y","v_z","v_total","v_x_smooth","v_y_smooth","v_z_smooth","v_total_smooth"
422,"11/26/24 03:15:00 AM",-10.05525,-1.962,0,2024-11-26 03:15:00,-2988616.5,-944482.275,194127.6375,3140312.22834653,-2988476.03863636,-943950.528409091,193816.615909091,3140001.17270684
423,"11/26/24 03:30:00 AM",-10.05525,-1.4715,0.24525,2024-11-26 03:30:00,-2997666.225,-946027.35,194238,3149396.60000099,-2997585.96136364,-945796.592045455,194227.967045454,3149252.22261919
424,"11/26/24 03:45:00 AM",-10.05525,-1.962,0.4905,2024-11-26 03:45:00,-3006715.95,-947572.425,194569.0875,3158495.12179699,-3006715.95,-947582.457954546,194629.285227273,3158503.93806661
425,"11/26/24 04:00:00 AM",-10.05525,-1.71675,0.24525,2024-11-26 04:00:00,-3015765.675,-949227.8625,194900.175,3167627.22233371,-3015825.87272727,-949318.159090909,195030.603409091,3167721.77732422
426,"11/26/24 04:15:00 AM",-10.3005,-1.962,0.4905,2024-11-26 04:15:00,-3024925.7625,-950883.3,195231.2625,3176864.83261603,-3024915.72954546,-951023.761363636,195411.855681818,3176910.52835079
427,"11/26/24 04:30:00 AM",-10.05525,-1.962,0.24525,2024-11-26 04:30:00,-3034085.85,-952649.1,195562.35,3186135.88624819,-3033995.55340909,-952709.297727273,195783.075,3186083.42648496
428,"11/26/24 04:45:00 AM",-10.05525,-1.71675,0.4905,2024-11-26 04:45:00,-3043135.575,-954304.5375,195893.4375,3195269.24013912,-3043065.34431818,-954384.801136364,196174.360227273,3195245.44645009
429,"11/26/24 05:00:00 AM",-10.05525,-1.962,0.73575,2024-11-26 05:00:00,-3052185.3,-955959.975,196445.25,3204416.53278497,-3052135.13522727,-956070.3375,196575.678409091,3204411.51210779
430,"11/26/24 05:15:00 AM",-10.05525,-1.962,0.4905,2024-11-26 05:15:00,-3061235.025,-957725.775,196997.0625,3213597.10931842,-3061204.92613637,-957765.906818182,196966.963636364,3213580.37474578
431,"11/26/24 05:30:00 AM",-10.05525,-2.20725,0.73575,2024-11-26 05:30:00,-3070284.75,-959601.9375,197548.875,3222810.86670473,-3070274.71704546,-959461.476136364,197368.281818182,3222750.24205503
432,"11/26/24 05:45:00 AM",-10.05525,-1.71675,0.4905,2024-11-26 05:45:00,-3079334.475,-961367.7375,198100.6875,3231992.05104489,-3079334.475,-961167.078409091,197789.665909091,3231915.13606363
433,"11/26/24 06:00:00 AM",-10.05525,-1.71675,0.24525,2024-11-26 06:00:00,-3088384.2,-962912.8125,198431.775,3241094.4479629,-3088384.2,-962862.647727273,198231.115909091,3241069.07894794
434,"11/26/24 06:15:00 AM",-10.05525,-1.962,0.24525,2024-11-26 06:15:00,-3097433.925,-964568.25,198652.5,3250223.32223576,-3097433.925,-964548.184090909,198692.631818182,3250221.66069605
435,"11/26/24 06:30:00 AM",-10.05525,-1.71675,0.24525,2024-11-26 06:30:00,-3106483.65,-966223.6875,198873.225,3259352.61081481,-3106483.65,-966213.654545455,199124.048863636,3259366.86238986
436,"11/26/24 06:45:00 AM",-10.05525,-1.962,0.73575,2024-11-26 06:45:00,-3115533.375,-967879.125,199314.675,3268495.76273552,-3115543.40795455,-967869.092045455,199455.136363636,3268512.92502381
437,"11/26/24 07:00:00 AM",-10.05525,-1.962,0.4905,2024-11-26 07:00:00,-3124583.1,-969644.925,199866.4875,3277678.66671055,-3124603.16590909,-969494.430681818,199635.729545454,3277641.36303662
438,"11/26/24 07:15:00 AM",-10.05525,-1.71675,0.73575,2024-11-26 07:15:00,-3133632.825,-971300.3625,200418.3,3286829.25797569,-3133632.825,-970979.307954546,199605.630681818,3286687.6026004
439,"11/26/24 07:30:00 AM",-10.05525,-1.71675,0.4905,2024-11-26 07:30:00,-3142682.55,-972845.4375,200970.1125,3295947.63936828,-3142642.41818182,-972323.723863636,199384.905681818,3295662.79714982
440,"11/26/24 07:45:00 AM",-10.05525,-1.4715,0,2024-11-26 07:45:00,-3151732.275,-974280.15,201190.8375,3305013.75141688,-3151641.97840909,-973577.843181818,199003.653409091,3304593.18696837
441,"11/26/24 08:00:00 AM",-10.3005,-2.20725,-1.22625,2024-11-26 08:00:00,-3160892.3625,-975935.5875,200639.025,3314203.79829195,-3160641.53863637,-974771.764772727,198461.873863636,3313497.31357762
442,"11/26/24 08:15:00 AM",-9.81,-1.22625,-1.22625,2024-11-26 08:15:00,-3169942.0875,-977480.6625,199535.4,3323223.68484556,-3169651.13181818,-975905.488636364,197799.698863636,3322387.11810996
443,"11/26/24 08:30:00 AM",-9.56475,0.73575,-2.69775,2024-11-26 08:30:00,-3178660.725,-977701.3875,197769.6,3331500.68624653,-3178660.725,-976999.080681818,197017.128409091,3331258.85796219
444,"11/26/24 08:45:00 AM",-10.05525,-0.73575,-1.22625,2024-11-26 08:45:00,-3187489.725,-977701.3875,196003.8,3339821.58800653,-3187670.31818182,-978102.705681818,196154.294318182,3340129.48611075
445,"11/26/24 09:00:00 AM",-9.81,-0.73575,-2.20725,2024-11-26 09:00:00,-3196429.0875,-978363.5625,194458.725,3348457.61023974,-3196679.91136364,-979196.297727273,195251.328409091,3348995.49375768
446,"11/26/24 09:15:00 AM",-10.3005,-1.4715,-1.22625,2024-11-26 09:15:00,-3205478.8125,-979356.825,192913.65,3357298.00351664,-3205689.50454546,-980279.856818182,194308.230681818,3357857.08175597
447,"11/26/24 09:30:00 AM",-10.05525,-0.73575,-0.73575,2024-11-26 09:30:00,-3214638.9,-980350.0875,192030.75,3366283.6125912,-3214679.03181818,-981383.481818182,193345.067045454,3366705.18655358
448,"11/26/24 09:45:00 AM",-10.05525,-2.20725,-0.981,2024-11-26 09:45:00,-3223688.625,-981674.4375,191258.2125,3375267.80508511,-3223638.46022728,-982416.876136364,192321.705681818,3375502.15522191
449,"11/26/24 10:00:00 AM",-10.05525,-1.71675,0.24525,2024-11-26 10:00:00,-3232738.35,-983440.2375,190927.125,3384406.16760985,-3232617.95454546,-983490.402272727,191308.377272727,3384332.57133808
450,"11/26/24 10:15:00 AM",-10.05525,-1.4715,0,2024-11-26 10:15:00,-3241788.075,-984874.95,191037.4875,3393473.72348454,-3241637.58068182,-984764.5875,190355.246590909,3393264.63310102
451,"11/26/24 10:30:00 AM",-10.05525,-1.4715,-0.4905,2024-11-26 10:30:00,-3250837.8,-986199.3,190816.7625,3402491.21939798,-3250687.30568182,-986179.234090909,189442.247727273,3402269.770626
452,"11/26/24 10:45:00 AM",-9.81,-2.69775,-1.22625,2024-11-26 10:45:00,-3259777.1625,-988075.4625,190044.225,3411532.95106569,-3259747.06363637,-987654.078409091,188639.611363636,3411309.16921571
453,"11/26/24 11:00:00 AM",-9.56475,0.981,-2.69775,2024-11-26 11:00:00,-3268495.8,-988848,188278.425,3419990.3401972,-3268796.78863637,-989189.120454545,187897.172727273,3420360.61277148
454,"11/26/24 11:15:00 AM",-10.3005,-2.4525,-0.981,2024-11-26 11:15:00,-3277435.1625,-989510.175,186622.9875,3428635.26352445,-3277846.51363637,-990704.096590909,187194.865909091,3429409.32408587
455,"11/26/24 11:30:00 AM",-10.3005,-2.4525,-1.4715,2024-11-26 11:30:00,-3286705.6125,-991717.425,185519.3625,3438074.26739884,-3286896.23863637,-992098.677272727,186492.559090909,3438424.10259791
456,"11/26/24 11:45:00 AM",-10.3005,-2.4525,-0.981,2024-11-26 11:45:00,-3295976.0625,-993924.675,184415.7375,3447514.12301452,-3295955.99659091,-993463.159090909,185689.922727273,3447435.20656488
457,"11/26/24 12:00:00 PM",-10.05525,-1.22625,0.24525,2024-11-26 12:00:00,-3305136.15,-995580.1125,184084.65,3456731.38800341,-3305025.7875,-994747.377272727,184857.1875,3456432.18330305
458,"11/26/24 12:15:00 PM",-10.05525,-2.4525,-0.73575,2024-11-26 12:15:00,-3314185.875,-997235.55,183863.925,3465849.4917047,-3314105.61136364,-995891.134090909,184164.913636364,3465406.75302867
459,"11/26/24 12:30:00 PM",-10.05525,0,0,2024-11-26 12:30:00,-3323235.6,-998339.175,183532.8375,3474803.62954338,-3323205.50113637,-997095.088636364,183773.628409091,3474434.7866156
460,"11/26/24 12:45:00 PM",-10.05525,-0.981,-0.73575,2024-11-26 12:45:00,-3332285.325,-998780.625,183201.75,3483568.73124226,-3332295.35795455,-998419.438636364,183683.331818182,3483504.49625542
461,"11/26/24 01:00:00 PM",-10.3005,-1.4715,-1.4715,2024-11-26 13:00:00,-3341445.4125,-999884.25,182208.4875,3492595.86712125,-3341355.11590909,-999703.656818182,183833.826136364,3492547.1052048
462,"11/26/24 01:15:00 PM",-10.05525,0.4905,0.24525,2024-11-26 13:15:00,-3350605.5,-1000325.7,181656.675,3501457.96351789,-3350394.80795455,-1000947.74318182,184154.880681818,3501568.45922945
463,"11/26/24 01:30:00 PM",-10.05525,-1.22625,1.4715,2024-11-26 13:30:00,-3359655.225,-1000656.7875,182429.2125,3510253.21804753,-3359424.46704546,-1002211.89545455,184566.231818182,3510591.13159541
464,"11/26/24 01:45:00 PM",-9.81,-1.962,1.962,2024-11-26 13:45:00,-3368594.5875,-1002091.5,183974.2875,3519298.70965334,-3368454.12613637,-1003455.98181818,185108.011363636,3519615.43806594
465,"11/26/24 02:00:00 PM",-9.81,-2.4525,1.71675,2024-11-26 14:00:00,-3377423.5875,-1004078.025,185629.725,3528402.06956249,-3377493.81818182,-1004750.23295455,185770.186363636,3528670.55365173
466,"11/26/24 02:15:00 PM",-10.05525,-1.4715,1.71675,2024-11-26 14:15:00,-3386362.95,-1005843.825,187174.8,3537542.96584202,-3386533.51022728,-1006134.78068182,186502.592045454,3537755.72827323
467,"11/26/24 02:30:00 PM",-10.05525,-2.4525,0,2024-11-26 14:30:00,-3395412.675,-1007609.625,187947.3375,3546749.01728564,-3395563.16931818,-1007539.39431818,187365.426136364,3546844.34086309
468,"11/26/24 02:45:00 PM",-10.05525,-1.71675,1.4715,2024-11-26 14:45:00,-3404462.4,-1009485.7875,188609.5125,3555980.78402904,-3404592.82840909,-1009064.40340909,188358.688636364,3555974.5208023
469,"11/26/24 03:00:00 PM",-10.05525,-1.4715,1.22625,2024-11-26 15:00:00,-3413512.125,-1010920.5,189823.5,3565116.86288045,-3413622.4875,-1010719.84090909,189351.951136364,3565142.22097799
470,"11/26/24 03:15:00 PM",-10.3005,-2.20725,0.981,2024-11-26 15:15:00,-3422672.2125,-1012575.9375,190816.7625,3574409.90098711,-3422662.17954546,-1012385.31136364,190264.95,3574318.51905834
471,"11/26/24 03:30:00 PM",-9.81,-0.981,0,2024-11-26 15:30:00,-3431721.9375,-1014010.65,191258.2125,3583505.65207883,-3431721.9375,-1014020.68295455,191087.652272727,3583501.00911524
472,"11/26/24 03:45:00 PM",-10.3005,-1.962,0.981,2024-11-26 15:45:00,-3440771.6625,-1015335,191699.6625,3592570.60560967,-3440791.72840909,-1015656.05454545,191830.090909091,3592689.12568443
473,"11/26/24 04:00:00 PM",-10.05525,-1.962,0.981,2024-11-26 16:00:00,-3449931.75,-1017100.8,192582.5625,3601889.94284914,-3449861.51931818,-1017281.39318182,192542.430681818,3601873.06632803
474,"11/26/24 04:15:00 PM",-10.05525,-1.962,0.73575,2024-11-26 16:15:00,-3458981.475,-1018866.6,193355.1,3611097.91998012,-3458931.31022728,-1018896.69886364,193244.7375,3611053.87294024
475,"11/26/24 04:30:00 PM",-10.05525,-1.4715,0.73575,2024-11-26 16:30:00,-3468031.2,-1020411.675,194017.275,3620237.98853724,-3468001.10113637,-1020522.0375,193896.879545454,3620235.16994164
476,"11/26/24 04:45:00 PM",-10.05525,-2.20725,0.73575,2024-11-26 16:45:00,-3477080.925,-1022067.1125,194679.45,3629409.46018843,-3477060.85909091,-1022147.37613636,194498.856818182,3629404.45120637
477,"11/26/24 05:00:00 PM",-10.05525,-1.71675,0.73575,2024-11-26 17:00:00,-3486130.65,-1023832.9125,195341.625,3638612.24810302,-3486120.61704546,-1023822.87954545,195090.801136364,3638587.56848716
478,"11/26/24 05:15:00 PM",-10.05525,-1.962,0.24525,2024-11-26 17:15:00,-3495180.375,-1025488.35,195783.075,3647772.36436532,-3495180.375,-1025548.54772727,195682.745454545,3647785.06079178
479,"11/26/24 05:30:00 PM",-10.05525,-1.962,0.981,2024-11-26 17:30:00,-3504230.1,-1027254.15,196334.8875,3656969.65676336,-3504230.1,-1027264.18295455,196254.623863636,3656969.27839851
480,"11/26/24 05:45:00 PM",-10.05525,-1.4715,0.4905,2024-11-26 17:45:00,-3513279.825,-1028799.225,196997.0625,3666111.12989586,-3513289.85795455,-1028959.75227273,196816.469318182,3666157.18131267
481,"11/26/24 06:00:00 PM",-10.05525,-2.20725,0.4905,2024-11-26 18:00:00,-3522329.55,-1030454.6625,197438.5125,3675271.99489908,-3522359.64886364,-1030665.35454545,197378.314772727,3675357.77376131
482,"11/26/24 06:15:00 PM",-10.05525,-2.20725,0.24525,2024-11-26 18:15:00,-3531379.275,-1032441.1875,197769.6,3684519.94216752,-3531429.43977273,-1032370.95681818,197940.160227273,3684558.60523171
483,"11/26/24 06:30:00 PM",-10.05525,-1.962,0.73575,2024-11-26 18:30:00,-3540429,-1034317.35,198211.05,3693743.02096047,-3540499.23068182,-1034056.49318182,198502.005681818,3693754.05437378
484,"11/26/24 06:45:00 PM",-10.05525,-1.71675,0.73575,2024-11-26 18:45:00,-3549478.725,-1035972.7875,198873.225,3702916.33652316,-3549569.02159091,-1035742.02954545,199093.95,3702951.36268717
485,"11/26/24 07:00:00 PM",-10.3005,-1.71675,0.73575,2024-11-26 19:00:00,-3558638.8125,-1037517.8625,199535.4,3712164.85203596,-3558638.8125,-1037427.56590909,199715.993181818,3712150.50758688
486,"11/26/24 07:15:00 PM",-10.05525,-1.962,0.73575,2024-11-26 19:15:00,-3567798.9,-1039173.3,200197.575,3721444.5054723,-3567708.60340909,-1039133.16818182,200358.102272727,3721356.58364932
487,"11/26/24 07:30:00 PM",-10.05525,-1.71675,0.73575,2024-11-26 19:30:00,-3576848.625,-1040828.7375,200859.75,3730618.6063628,-3576778.39431819,-1040838.77045455,201030.310227273,3730564.51609501
488,"11/26/24 07:45:00 PM",-10.05525,-1.71675,0.73575,2024-11-26 19:45:00,-3585898.35,-1042373.8125,201521.925,3739762.18866578,-3585858.21818182,-1042524.30681818,201752.682954545,3739779.36425452
489,"11/26/24 08:00:00 PM",-10.05525,-1.962,0.981,2024-11-26 20:00:00,-3594948.075,-1044029.25,202294.4625,3748942.75581263,-3594958.10795455,-1044209.84318182,202525.220454545,3749016.36281408
490,"11/26/24 08:15:00 PM",-10.05525,-1.962,0.981,2024-11-26 20:15:00,-3603997.8,-1045795.05,203177.3625,3758160.25066013,-3604068.03068182,-1045915.44545455,203317.823863636,3758269.88377075
491,"11/26/24 08:30:00 PM",-10.05525,-1.962,0.981,2024-11-26 20:30:00,-3613047.525,-1047560.85,204060.2625,3767377.96658272,-3613177.95340909,-1047651.14659091,204120.460227273,3767532.55894836
492,"11/26/24 08:45:00 PM",-10.05525,-1.71675,0.73575,2024-11-26 20:45:00,-3622097.25,-1049216.2875,204832.8,3776559.25180166,-3622287.87613637,-1049386.84772727,204943.1625,3776796.56663246
493,"11/26/24 09:00:00 PM",-10.3005,-2.20725,1.22625,2024-11-26 21:00:00,-3631257.3375,-1050982.0875,205715.7,3785883.27192215,-3631397.79886364,-1051102.48295455,205795.963636364,3786056.90267337
494,"11/26/24 09:15:00 PM",-10.3005,-1.962,0.981,2024-11-26 21:15:00,-3640527.7875,-1052858.25,206708.9625,3795350.00511554,-3640507.72159091,-1052818.11818182,206678.863636364,3795319.14885207
495,"11/26/24 09:30:00 PM",-10.05525,-2.20725,0.981,2024-11-26 21:30:00,-3649687.875,-1054734.4125,207591.8625,3804705.06704659,-3649617.64431819,-1054533.75340909,207591.8625,3804583.29538497
496,"11/26/24 09:45:00 PM",-10.3005,-1.962,0.73575,2024-11-26 21:45:00,-3658847.9625,-1056610.575,208364.4,3814054.2789897,-3658727.56704546,-1056239.35568182,208514.894318182,3813845.45858062
497,"11/26/24 10:00:00 PM",-10.05525,-1.71675,1.22625,2024-11-26 22:00:00,-3668008.05,-1058266.0125,209247.3,3823348.58999736,-3667847.52272728,-1057934.925,209437.926136364,3823114.7162574
498,"11/26/24 10:15:00 PM",-10.05525,-1.4715,0.981,2024-11-26 22:15:00,-3677057.775,-1059700.725,210240.5625,3832482.30281287,-3676987.54431819,-1059610.42840909,210360.957954545,3832397.953148
499,"11/26/24 10:30:00 PM",-10.05525,-1.962,1.22625,2024-11-26 22:30:00,-3686107.5,-1061245.8,211233.825,3841646.89663145,-3686127.5659091,-1061255.83295455,211263.923863636,3841672.04057144
500,"11/26/24 10:45:00 PM",-10.05525,-1.71675,1.22625,2024-11-26 22:45:00,-3695157.225,-1062901.2375,212337.45,3850848.36767449,-3695247.52159091,-1062881.17159091,212106.692045454,3850918.24808427
501,"11/26/24 11:00:00 PM",-10.05525,-1.962,0.981,2024-11-26 23:00:00,-3704206.95,-1064556.675,213330.7125,3860044.04581232,-3704377.51022728,-1064466.37840909,212849.130681818,3860157.72788982
502,"11/26/24 11:15:00 PM",-10.3005,-1.71675,0.981,2024-11-26 23:15:00,-3713367.0375,-1066212.1125,214213.6125,3869339.80102725,-3713517.53181819,-1065991.3875,213521.338636364,3869386.66002199
503,"11/26/24 11:30:00 PM",-10.3005,-1.4715,0.73575,2024-11-26 23:30:00,-3722637.4875,-1067646.825,214986.15,3878674.85759824,-3722647.52045455,-1067496.33068182,214143.381818182,3878597.96879334
504,"11/26/24 11:45:00 PM",-10.05525,-1.71675,0.73575,2024-11-26 23:45:00,-3731797.575,-1069081.5375,215648.325,3887898.23358001,-3731777.50909091,-1069021.33977273,214685.161363636,3887810.66991823
505,"11/27/24 12:00:00 AM",-10.05525,-1.962,0,2024-11-27,-3740847.3,-1070736.975,215979.4125,3897058.28775672,-3740917.53068182,-1070576.44772727,215156.710227273,3897037.65028741
506,"11/27/24 12:15:00 AM",-10.54575,-1.22625,-0.4905,2024-11-27 00:15:00,-3750117.75,-1072171.6875,215758.6875,3906339.34490764,-3750077.61818182,-1072141.58863636,215568.061363636,3906283.56466069
507,"11/27/24 12:30:00 AM",-10.05525,-1.4715,0.4905,2024-11-27 00:30:00,-3759388.2,-1073385.675,215758.6875,3915572.53244353,-3759247.73863637,-1073726.79545455,215919.214772727,3915541.50976009
508,"11/27/24 12:45:00 AM",-10.05525,-1.71675,0.24525,2024-11-27 00:45:00,-3768437.925,-1074820.3875,216089.775,3924672.98648226,-3768427.89204546,-1075362.16704545,216220.203409091,3924820.25196021
509,"11/27/24 01:00:00 AM",-10.05525,-1.962,0,2024-11-27 01:00:00,-3777487.65000001,-1076475.825,216200.1375,3933822.01518663,-3777608.04545455,-1077047.70340909,216471.027272727,3934110.19866519
510,"11/27/24 01:15:00 AM",-10.3005,-2.20725,0.4905,2024-11-27 01:15:00,-3786647.7375,-1078351.9875,216420.8625,3943143.68069239,-3786778.1659091,-1078783.40454545,216661.653409091,3943401.14374677
511,"11/27/24 01:30:00 AM",-10.3005,-1.71675,0.4905,2024-11-27 01:30:00,-3795918.18750001,-1080117.7875,216862.3125,3952553.42578061,-3795948.28636364,-1080539.17159091,216832.213636364,3952696.66837822
512,"11/27/24 01:45:00 AM",-10.05525,-2.4525,0.24525,2024-11-27 01:45:00,-3805078.27500001,-1081993.95,217193.4,3961881.44190575,-3805098.3409091,-1082304.97159091,217042.905681818,3961978.1337192
513,"11/27/24 02:00:00 AM",-10.54575,-2.4525,0.4905,2024-11-27 02:00:00,-3814348.72500001,-1084201.2,217524.4875,3971405.96522853,-3814228.32954546,-1084130.96931818,217263.630681818,3971257.56090227
514,"11/27/24 02:15:00 AM",-10.05525,-1.962,0,2024-11-27 02:15:00,-3823619.17500001,-1086187.725,217745.2125,3980864.27135303,-3823358.31818182,-1086007.13181818,217464.289772727,3980549.75915854
515,"11/27/24 02:30:00 AM",-10.05525,-2.4525,0,2024-11-27 02:30:00,-3832668.90000001,-1088174.25,217745.2125,3990098.62947734,-3832498.33977273,-1087893.32727273,217664.948863636,3989854.507306
516,"11/27/24 02:45:00 AM",-10.05525,-1.71675,0.24525,2024-11-27 02:45:00,-3841718.62500001,-1090050.4125,217855.575,3999309.05870276,-3841638.36136364,-1089789.55568182,217855.575,3999161.58039974
517,"11/27/24 03:00:00 AM",-10.05525,-1.71675,0.24525,2024-11-27 03:00:00,-3850768.35000001,-1091595.4875,218076.3,4008435.46365834,-3850758.31704546,-1091725.91590909,218026.135227273,4008459.3327026
518,"11/27/24 03:15:00 AM",-10.05525,-2.4525,0,2024-11-27 03:15:00,-3859818.07500001,-1093471.65,218186.6625,4017646.23145734,-3859858.20681819,-1093642.21022727,218216.761363636,4017733.56103145
519,"11/27/24 03:30:00 AM",-10.05525,-1.962,0.24525,2024-11-27 03:30:00,-3868867.80000001,-1095458.175,218297.025,4026887.1673012,-3868927.99772728,-1095468.20795455,218447.519318182,4026956.61738709
520,"11/27/24 03:45:00 AM",-10.3005,-1.962,0,2024-11-27 03:45:00,-3878027.88750001,-1097223.975,218407.3875,4036174.24480871,-3877977.72272728,-1097264.10681818,218738.475,4036155.61522553
521,"11/27/24 04:00:00 AM",-10.05525,-2.4525,0.24525,2024-11-27 04:00:00,-3887187.97500001,-1099210.5,218517.75,4045521.48472356,-3887027.44772728,-1099039.93977273,219119.727272727,4045354.19372855
522,"11/27/24 04:15:00 AM",-10.05525,-2.4525,0.24525,2024-11-27 04:15:00,-3896237.70000001,-1101417.75,218738.475,4054828.70111201,-3896077.17272728,-1100775.64090909,219500.979545454,4054542.04841792
523,"11/27/24 04:30:00 AM",-9.81,-1.22625,0.981,2024-11-27 04:30:00,-3905177.06250001,-1103073.1875,219290.2875,4063897.95352312,-3905136.93068182,-1102481.24318182,219801.968181818,4063727.27869872
524,"11/27/24 04:45:00 AM",-10.05525,-1.4715,0.73575,2024-11-27 04:45:00,-3914116.42500001,-1104287.175,220062.825,4072859.58514055,-3914206.72159091,-1104126.64772727,220062.825,4072903.89692156
